address_id,house_no,street,purok,barangay_id
5378,H806,"Del Pilar St.","Purok 4",42
5379,H307,"Aguinaldo St.","Purok 5",11
5380,H689,"Aguinaldo St.","Purok 4",30
5381,H920,"Kalayaan Rd.","Purok 5",13
5382,H933,"Quezon Blvd.","Purok 2",22
5383,H850,"Bonifacio Ave.","Purok 3",5
5384,H738,"Bonifacio Ave.","Purok 4",38
5385,H953,"Aguinaldo St.","Purok 4",43
5386,H108,"Rizal St.","Purok 7",6
5387,H861,"Mabini St.","Purok 6",21
5388,H955,"Aguinaldo St.","Purok 4",40
5389,H249,"Lapu-Lapu Ave.","Purok 4",36
5390,H253,"Quezon Blvd.","Purok 9",3
5391,H525,"Narra St.","Purok 2",14
5392,H432,"Bonifacio Ave.","Purok 7",40
5393,H434,"Narra St.","Purok 7",35
5394,H885,"Narra St.","Purok 9",22
5395,H165,"Magallanes St.","Purok 3",1
5396,H832,"Aguinaldo St.","Purok 7",12
5397,H603,"Lapu-Lapu Ave.","Purok 6",29
5398,H147,"Rizal St.","Purok 9",9
5399,H327,"Bonifacio Ave.","Purok 6",23
5400,H681,"Magallanes St.","Purok 6",2
5401,H712,"Aguinaldo St.","Purok 2",14
5402,H054,"Lapu-Lapu Ave.","Purok 4",36
5403,H774,"Quezon Blvd.","Purok 5",10
5404,H280,"Narra St.","Purok 8",27
5405,H252,"Rizal St.","Purok 3",36
5406,H175,"Narra St.","Purok 1",19
5407,H842,"Kalayaan Rd.","Purok 10",32
5408,H788,"Lapu-Lapu Ave.","Purok 10",9
5409,H550,"Magallanes St.","Purok 2",31
5410,H959,"Quezon Blvd.","Purok 1",18
5411,H470,"Magallanes St.","Purok 4",21
5412,H643,"Del Pilar St.","Purok 6",30
5413,H176,"Magallanes St.","Purok 4",23
5414,H810,"Mabini St.","Purok 10",8
5415,H619,"Kalayaan Rd.","Purok 4",30
5416,H869,"Mabini St.","Purok 9",9
5417,H250,"Lapu-Lapu Ave.","Purok 5",34
5418,H019,"Bonifacio Ave.","Purok 9",13
5419,H161,"Del Pilar St.","Purok 5",43
5420,H146,"Narra St.","Purok 3",39
5421,H095,"Rizal St.","Purok 2",15
5422,H282,"Lapu-Lapu Ave.","Purok 5",4
5423,H610,"Del Pilar St.","Purok 10",33
5424,H042,"Del Pilar St.","Purok 8",40
5425,H667,"Rizal St.","Purok 4",20
5426,H550,"Kalayaan Rd.","Purok 6",17
5427,H410,"Mabini St.","Purok 10",16
5428,H944,"Aguinaldo St.","Purok 4",22
5429,H143,"Mabini St.","Purok 9",20
5430,H424,"Aguinaldo St.","Purok 10",31
5431,H898,"Narra St.","Purok 10",31
5432,H409,"Narra St.","Purok 4",13
5433,H727,"Kalayaan Rd.","Purok 1",9
5434,H201,"Aguinaldo St.","Purok 5",33
5435,H611,"Del Pilar St.","Purok 1",21
5436,H468,"Bonifacio Ave.","Purok 4",32
5437,H692,"Lapu-Lapu Ave.","Purok 2",35
5438,H292,"Quezon Blvd.","Purok 1",1
5439,H751,"Magallanes St.","Purok 7",1
5440,H514,"Lapu-Lapu Ave.","Purok 7",41
5441,H158,"Rizal St.","Purok 8",40
5442,H737,"Magallanes St.","Purok 4",40
5443,H555,"Magallanes St.","Purok 1",35
5444,H104,"Mabini St.","Purok 9",28
5445,H739,"Aguinaldo St.","Purok 10",39
5446,H283,"Mabini St.","Purok 6",43
5447,H628,"Narra St.","Purok 10",23
5448,H048,"Del Pilar St.","Purok 4",32
5449,H748,"Del Pilar St.","Purok 7",9
5450,H930,"Kalayaan Rd.","Purok 5",13
5451,H107,"Quezon Blvd.","Purok 7",24
5452,H889,"Aguinaldo St.","Purok 5",27
5453,H753,"Bonifacio Ave.","Purok 6",40
5454,H891,"Rizal St.","Purok 5",25
5455,H414,"Quezon Blvd.","Purok 4",39
5456,H530,"Quezon Blvd.","Purok 2",34
5457,H169,"Magallanes St.","Purok 4",17
5458,H261,"Quezon Blvd.","Purok 9",11
5459,H323,"Rizal St.","Purok 5",28
5460,H998,"Rizal St.","Purok 3",3
5461,H481,"Mabini St.","Purok 7",15
5462,H297,"Bonifacio Ave.","Purok 7",13
5463,H527,"Magallanes St.","Purok 10",5
5464,H441,"Bonifacio Ave.","Purok 3",19
5465,H168,"Quezon Blvd.","Purok 3",37
5466,H807,"Bonifacio Ave.","Purok 4",4
5467,H477,"Mabini St.","Purok 7",23
5468,H110,"Bonifacio Ave.","Purok 4",26
5469,H717,"Kalayaan Rd.","Purok 10",38
5470,H213,"Kalayaan Rd.","Purok 8",34
5471,H210,"Aguinaldo St.","Purok 6",32
5472,H422,"Quezon Blvd.","Purok 7",25
5473,H525,"Bonifacio Ave.","Purok 3",15
5474,H929,"Rizal St.","Purok 4",18
5475,H907,"Magallanes St.","Purok 1",18
5476,H193,"Rizal St.","Purok 8",15
5477,H743,"Rizal St.","Purok 8",10
5478,H686,"Kalayaan Rd.","Purok 4",17
5479,H624,"Aguinaldo St.","Purok 6",5
5480,H145,"Rizal St.","Purok 1",44
5481,H833,"Mabini St.","Purok 7",7
5482,H979,"Magallanes St.","Purok 7",29
5483,H602,"Narra St.","Purok 2",12
5484,H710,"Kalayaan Rd.","Purok 2",13
5485,H203,"Quezon Blvd.","Purok 3",32
5486,H072,"Aguinaldo St.","Purok 3",4
5487,H915,"Quezon Blvd.","Purok 9",43
5488,H011,"Aguinaldo St.","Purok 4",44
5489,H728,"Del Pilar St.","Purok 8",42
5490,H320,"Mabini St.","Purok 5",7
5491,H705,"Mabini St.","Purok 3",12
5492,H666,"Kalayaan Rd.","Purok 4",14
5493,H068,"Del Pilar St.","Purok 8",27
5494,H562,"Aguinaldo St.","Purok 5",7
5495,H291,"Aguinaldo St.","Purok 4",12
5496,H782,"Lapu-Lapu Ave.","Purok 8",8
5497,H826,"Del Pilar St.","Purok 5",37
5498,H540,"Rizal St.","Purok 7",30
5499,H454,"Magallanes St.","Purok 5",5
5500,H448,"Bonifacio Ave.","Purok 3",40
5501,H979,"Mabini St.","Purok 2",32
5502,H847,"Del Pilar St.","Purok 4",12
5503,H537,"Narra St.","Purok 3",28
5504,H884,"Kalayaan Rd.","Purok 8",41
5505,H460,"Magallanes St.","Purok 3",19
5506,H792,"Quezon Blvd.","Purok 2",29
5507,H526,"Rizal St.","Purok 7",12
5508,H197,"Quezon Blvd.","Purok 1",34
5509,H192,"Bonifacio Ave.","Purok 4",14
5510,H850,"Quezon Blvd.","Purok 10",12
5511,H669,"Quezon Blvd.","Purok 7",31
5512,H314,"Bonifacio Ave.","Purok 7",39
5513,H794,"Quezon Blvd.","Purok 2",23
5514,H678,"Del Pilar St.","Purok 9",4
5515,H665,"Kalayaan Rd.","Purok 3",26
5516,H803,"Lapu-Lapu Ave.","Purok 7",36
5517,H625,"Quezon Blvd.","Purok 8",25
5518,H285,"Magallanes St.","Purok 8",19
5519,H253,"Quezon Blvd.","Purok 10",39
5520,H638,"Magallanes St.","Purok 9",17
5521,H445,"Bonifacio Ave.","Purok 6",3
5522,H510,"Rizal St.","Purok 8",24
5523,H845,"Magallanes St.","Purok 10",21
5524,H154,"Quezon Blvd.","Purok 3",41
5525,H333,"Narra St.","Purok 7",38
5526,H601,"Quezon Blvd.","Purok 8",31
5527,H073,"Aguinaldo St.","Purok 3",19
5528,H666,"Bonifacio Ave.","Purok 9",6
5529,H411,"Del Pilar St.","Purok 8",18
5530,H089,"Aguinaldo St.","Purok 3",6
5531,H206,"Mabini St.","Purok 6",21
5532,H878,"Lapu-Lapu Ave.","Purok 8",9
5533,H378,"Aguinaldo St.","Purok 3",1
5534,H365,"Mabini St.","Purok 10",38
5535,H091,"Mabini St.","Purok 1",18
5536,H171,"Bonifacio Ave.","Purok 1",11
5537,H570,"Quezon Blvd.","Purok 2",22
5538,H216,"Magallanes St.","Purok 2",38
5539,H782,"Narra St.","Purok 4",39
5540,H491,"Rizal St.","Purok 10",22
5541,H941,"Bonifacio Ave.","Purok 10",39
5542,H759,"Aguinaldo St.","Purok 9",8
5543,H275,"Narra St.","Purok 9",13
5544,H831,"Rizal St.","Purok 10",14
5545,H550,"Narra St.","Purok 10",4
5546,H323,"Mabini St.","Purok 1",42
5547,H761,"Lapu-Lapu Ave.","Purok 8",20
5548,H015,"Del Pilar St.","Purok 7",5
5549,H831,"Lapu-Lapu Ave.","Purok 7",23
5550,H863,"Kalayaan Rd.","Purok 7",6
5551,H450,"Aguinaldo St.","Purok 8",29
5552,H770,"Quezon Blvd.","Purok 5",14
5553,H523,"Lapu-Lapu Ave.","Purok 9",17
5554,H329,"Narra St.","Purok 10",10
5555,H449,"Kalayaan Rd.","Purok 9",30
5556,H378,"Kalayaan Rd.","Purok 4",6
5557,H910,"Magallanes St.","Purok 9",7
5558,H096,"Del Pilar St.","Purok 5",30
5559,H771,"Mabini St.","Purok 10",36
5560,H297,"Magallanes St.","Purok 1",20
5561,H812,"Bonifacio Ave.","Purok 5",34
5562,H770,"Magallanes St.","Purok 3",42
5563,H198,"Mabini St.","Purok 6",5
5564,H555,"Del Pilar St.","Purok 9",15
5565,H908,"Lapu-Lapu Ave.","Purok 8",14
5566,H297,"Magallanes St.","Purok 9",5
5567,H854,"Kalayaan Rd.","Purok 8",22
5568,H512,"Lapu-Lapu Ave.","Purok 8",21
5569,H521,"Bonifacio Ave.","Purok 4",24
5570,H866,"Narra St.","Purok 1",2
5571,H057,"Del Pilar St.","Purok 4",1
5572,H814,"Narra St.","Purok 2",24
5573,H997,"Rizal St.","Purok 4",29
5574,H983,"Magallanes St.","Purok 9",38
5575,H694,"Bonifacio Ave.","Purok 8",14
5576,H651,"Mabini St.","Purok 6",24
5577,H310,"Rizal St.","Purok 4",23
5578,H153,"Magallanes St.","Purok 5",4
5579,H419,"Narra St.","Purok 4",19
5580,H934,"Kalayaan Rd.","Purok 6",29
5581,H111,"Aguinaldo St.","Purok 1",44
5582,H732,"Lapu-Lapu Ave.","Purok 1",11
5583,H514,"Quezon Blvd.","Purok 2",16
5584,H771,"Bonifacio Ave.","Purok 6",8
5585,H476,"Aguinaldo St.","Purok 7",1
5586,H447,"Magallanes St.","Purok 3",1
5587,H019,"Rizal St.","Purok 10",25
5588,H682,"Narra St.","Purok 7",25
5589,H798,"Mabini St.","Purok 10",33
5590,H937,"Bonifacio Ave.","Purok 9",10
5591,H796,"Magallanes St.","Purok 2",12
5592,H768,"Del Pilar St.","Purok 5",16
5593,H286,"Lapu-Lapu Ave.","Purok 7",44
5594,H754,"Narra St.","Purok 4",4
5595,H650,"Aguinaldo St.","Purok 3",40
5596,H774,"Narra St.","Purok 6",32
5597,H056,"Kalayaan Rd.","Purok 3",28
5598,H929,"Narra St.","Purok 9",25
5599,H894,"Magallanes St.","Purok 2",22
5600,H692,"Lapu-Lapu Ave.","Purok 1",14
5601,H838,"Del Pilar St.","Purok 10",24
5602,H943,"Kalayaan Rd.","Purok 3",29
5603,H190,"Del Pilar St.","Purok 10",26
5604,H404,"Kalayaan Rd.","Purok 10",25
5605,H083,"Del Pilar St.","Purok 6",15
5606,H908,"Del Pilar St.","Purok 2",26
5607,H546,"Mabini St.","Purok 7",30
5608,H124,"Bonifacio Ave.","Purok 3",31
5609,H097,"Lapu-Lapu Ave.","Purok 10",38
5610,H019,"Magallanes St.","Purok 6",12
5611,H101,"Del Pilar St.","Purok 6",35
5612,H822,"Del Pilar St.","Purok 1",41
5613,H791,"Bonifacio Ave.","Purok 2",23
5614,H221,"Kalayaan Rd.","Purok 6",16
5615,H674,"Bonifacio Ave.","Purok 9",37
5616,H289,"Kalayaan Rd.","Purok 4",22
5617,H674,"Narra St.","Purok 9",2
5618,H295,"Magallanes St.","Purok 1",17
5619,H092,"Mabini St.","Purok 1",25
5620,H787,"Lapu-Lapu Ave.","Purok 1",25
5621,H281,"Lapu-Lapu Ave.","Purok 5",7
5622,H986,"Lapu-Lapu Ave.","Purok 4",4
5623,H189,"Del Pilar St.","Purok 2",37
5624,H648,"Rizal St.","Purok 1",8
5625,H819,"Quezon Blvd.","Purok 5",22
5626,H971,"Rizal St.","Purok 5",36
5627,H098,"Del Pilar St.","Purok 3",20
5628,H337,"Lapu-Lapu Ave.","Purok 2",1
5629,H202,"Magallanes St.","Purok 10",28
5630,H206,"Aguinaldo St.","Purok 8",39
5631,H462,"Rizal St.","Purok 10",11
5632,H380,"Kalayaan Rd.","Purok 10",20
5633,H512,"Quezon Blvd.","Purok 10",7
5634,H899,"Del Pilar St.","Purok 9",12
5635,H420,"Del Pilar St.","Purok 4",6
5636,H484,"Lapu-Lapu Ave.","Purok 6",2
5637,H514,"Del Pilar St.","Purok 10",33
5638,H792,"Quezon Blvd.","Purok 4",6
5639,H223,"Narra St.","Purok 3",15
5640,H573,"Narra St.","Purok 3",26
5641,H190,"Bonifacio Ave.","Purok 4",36
5642,H632,"Mabini St.","Purok 5",1
5643,H371,"Narra St.","Purok 5",14
5644,H228,"Lapu-Lapu Ave.","Purok 4",30
5645,H136,"Quezon Blvd.","Purok 5",18
5646,H396,"Del Pilar St.","Purok 4",26
5647,H782,"Kalayaan Rd.","Purok 2",41
5648,H144,"Narra St.","Purok 5",24
5649,H113,"Magallanes St.","Purok 3",38
5650,H772,"Quezon Blvd.","Purok 4",4
5651,H773,"Kalayaan Rd.","Purok 9",40
5652,H438,"Narra St.","Purok 5",36
5653,H033,"Bonifacio Ave.","Purok 5",26
5654,H284,"Bonifacio Ave.","Purok 8",16
5655,H319,"Bonifacio Ave.","Purok 10",4
5656,H221,"Kalayaan Rd.","Purok 4",42
5657,H527,"Del Pilar St.","Purok 4",9
5658,H867,"Del Pilar St.","Purok 4",10
5659,H630,"Magallanes St.","Purok 1",13
5660,H003,"Del Pilar St.","Purok 8",30
5661,H846,"Quezon Blvd.","Purok 4",32
5662,H106,"Del Pilar St.","Purok 3",41
5663,H414,"Magallanes St.","Purok 8",8
5664,H806,"Rizal St.","Purok 7",33
5665,H553,"Aguinaldo St.","Purok 5",17
5666,H270,"Bonifacio Ave.","Purok 2",13
5667,H806,"Del Pilar St.","Purok 5",2
5668,H432,"Mabini St.","Purok 1",5
5669,H637,"Rizal St.","Purok 5",4
5670,H633,"Aguinaldo St.","Purok 5",35
5671,H587,"Rizal St.","Purok 4",37
5672,H829,"Narra St.","Purok 4",16
5673,H082,"Narra St.","Purok 7",25
5674,H877,"Del Pilar St.","Purok 2",4
5675,H779,"Magallanes St.","Purok 5",34
5676,H782,"Rizal St.","Purok 10",41
5677,H051,"Bonifacio Ave.","Purok 7",13
5678,H839,"Lapu-Lapu Ave.","Purok 6",43
5679,H260,"Rizal St.","Purok 5",10
5680,H186,"Del Pilar St.","Purok 2",3
5681,H846,"Kalayaan Rd.","Purok 6",37
5682,H430,"Aguinaldo St.","Purok 10",2
5683,H727,"Rizal St.","Purok 1",9
5684,H494,"Rizal St.","Purok 10",28
5685,H394,"Rizal St.","Purok 1",42
5686,H828,"Quezon Blvd.","Purok 3",7
5687,H725,"Magallanes St.","Purok 9",17
5688,H883,"Rizal St.","Purok 7",10
5689,H820,"Kalayaan Rd.","Purok 6",40
5690,H281,"Mabini St.","Purok 7",42
5691,H074,"Rizal St.","Purok 10",12
5692,H961,"Del Pilar St.","Purok 1",40
5693,H944,"Bonifacio Ave.","Purok 2",37
5694,H204,"Narra St.","Purok 1",10
5695,H303,"Aguinaldo St.","Purok 6",43
5696,H324,"Mabini St.","Purok 6",30
5697,H171,"Mabini St.","Purok 10",43
5698,H783,"Aguinaldo St.","Purok 8",23
5699,H531,"Quezon Blvd.","Purok 3",1
5700,H703,"Bonifacio Ave.","Purok 5",34
5701,H954,"Magallanes St.","Purok 9",37
5702,H040,"Magallanes St.","Purok 6",36
5703,H342,"Mabini St.","Purok 4",8
5704,H109,"Rizal St.","Purok 1",2
5705,H607,"Magallanes St.","Purok 9",18
5706,H389,"Del Pilar St.","Purok 5",31
5707,H438,"Lapu-Lapu Ave.","Purok 8",27
5708,H607,"Narra St.","Purok 2",44
5709,H337,"Bonifacio Ave.","Purok 7",31
5710,H058,"Bonifacio Ave.","Purok 5",33
5711,H642,"Narra St.","Purok 9",35
5712,H404,"Mabini St.","Purok 2",16
5713,H310,"Aguinaldo St.","Purok 3",25
5714,H515,"Narra St.","Purok 4",6
5715,H629,"Kalayaan Rd.","Purok 4",27
5716,H407,"Rizal St.","Purok 10",43
5717,H815,"Rizal St.","Purok 10",8
5718,H187,"Mabini St.","Purok 8",12
5719,H490,"Del Pilar St.","Purok 2",35
5720,H259,"Mabini St.","Purok 7",39
5721,H348,"Kalayaan Rd.","Purok 4",44
5722,H754,"Del Pilar St.","Purok 7",43
5723,H063,"Lapu-Lapu Ave.","Purok 3",7
5724,H963,"Del Pilar St.","Purok 9",21
5725,H246,"Lapu-Lapu Ave.","Purok 3",40
5726,H396,"Magallanes St.","Purok 8",27
5727,H192,"Del Pilar St.","Purok 10",14
5728,H082,"Narra St.","Purok 6",43
5729,H969,"Kalayaan Rd.","Purok 3",12
5730,H823,"Narra St.","Purok 4",21
5731,H180,"Mabini St.","Purok 9",43
5732,H828,"Kalayaan Rd.","Purok 9",26
5733,H149,"Quezon Blvd.","Purok 3",20
5734,H540,"Quezon Blvd.","Purok 10",3
5735,H794,"Narra St.","Purok 6",37
5736,H617,"Mabini St.","Purok 2",7
5737,H142,"Mabini St.","Purok 8",13
5738,H869,"Kalayaan Rd.","Purok 6",44
5739,H562,"Rizal St.","Purok 4",30
5740,H102,"Mabini St.","Purok 8",41
5741,H863,"Del Pilar St.","Purok 1",3
5742,H326,"Magallanes St.","Purok 7",40
5743,H449,"Aguinaldo St.","Purok 8",25
5744,H943,"Lapu-Lapu Ave.","Purok 4",3
5745,H840,"Rizal St.","Purok 9",32
5746,H838,"Rizal St.","Purok 7",38
5747,H829,"Aguinaldo St.","Purok 8",9
5748,H028,"Mabini St.","Purok 10",43
5749,H485,"Lapu-Lapu Ave.","Purok 9",6
5750,H565,"Rizal St.","Purok 6",22
5751,H914,"Narra St.","Purok 10",13
5752,H814,"Aguinaldo St.","Purok 9",6
5753,H060,"Rizal St.","Purok 4",39
5754,H470,"Lapu-Lapu Ave.","Purok 10",28
5755,H293,"Lapu-Lapu Ave.","Purok 2",34
5756,H117,"Kalayaan Rd.","Purok 1",31
5757,H424,"Magallanes St.","Purok 4",36
5758,H228,"Lapu-Lapu Ave.","Purok 5",14
5759,H588,"Kalayaan Rd.","Purok 4",3
5760,H402,"Bonifacio Ave.","Purok 4",25
5761,H413,"Magallanes St.","Purok 6",41
5762,H962,"Kalayaan Rd.","Purok 2",24
5763,H328,"Magallanes St.","Purok 7",37
5764,H124,"Magallanes St.","Purok 5",25
5765,H487,"Lapu-Lapu Ave.","Purok 10",9
5766,H959,"Aguinaldo St.","Purok 7",9
5767,H071,"Lapu-Lapu Ave.","Purok 1",21
5768,H801,"Del Pilar St.","Purok 3",12
5769,H546,"Del Pilar St.","Purok 4",35
5770,H101,"Kalayaan Rd.","Purok 2",37
5771,H158,"Aguinaldo St.","Purok 6",2
5772,H250,"Del Pilar St.","Purok 9",22
5773,H443,"Kalayaan Rd.","Purok 9",33
5774,H895,"Rizal St.","Purok 7",32
5775,H024,"Narra St.","Purok 9",24
5776,H548,"Rizal St.","Purok 6",41
5777,H831,"Aguinaldo St.","Purok 10",42
5778,H971,"Kalayaan Rd.","Purok 1",19
5779,H004,"Magallanes St.","Purok 9",23
5780,H063,"Del Pilar St.","Purok 6",12
5781,H830,"Kalayaan Rd.","Purok 10",20
5782,H124,"Rizal St.","Purok 7",31
5783,H080,"Kalayaan Rd.","Purok 10",33
5784,H050,"Rizal St.","Purok 10",24
5785,H674,"Mabini St.","Purok 1",35
5786,H890,"Rizal St.","Purok 4",11
5787,H385,"Lapu-Lapu Ave.","Purok 1",3
5788,H042,"Kalayaan Rd.","Purok 2",38
5789,H336,"Rizal St.","Purok 4",4
5790,H391,"Quezon Blvd.","Purok 4",24
5791,H812,"Quezon Blvd.","Purok 5",9
5792,H402,"Narra St.","Purok 6",29
5793,H579,"Rizal St.","Purok 8",38
5794,H839,"Mabini St.","Purok 9",31
5795,H085,"Del Pilar St.","Purok 5",40
5796,H562,"Aguinaldo St.","Purok 7",5
5797,H368,"Quezon Blvd.","Purok 8",7
5798,H152,"Del Pilar St.","Purok 3",34
5799,H856,"Lapu-Lapu Ave.","Purok 9",9
5800,H492,"Bonifacio Ave.","Purok 2",28
5801,H616,"Del Pilar St.","Purok 8",11
5802,H124,"Quezon Blvd.","Purok 6",43
5803,H755,"Lapu-Lapu Ave.","Purok 1",17
5804,H587,"Magallanes St.","Purok 9",7
5805,H975,"Aguinaldo St.","Purok 3",9
5806,H277,"Del Pilar St.","Purok 1",15
5807,H523,"Lapu-Lapu Ave.","Purok 7",11
5808,H527,"Mabini St.","Purok 8",1
5809,H515,"Rizal St.","Purok 8",41
5810,H814,"Aguinaldo St.","Purok 6",24
5811,H798,"Quezon Blvd.","Purok 5",29
5812,H773,"Rizal St.","Purok 9",28
5813,H138,"Rizal St.","Purok 8",21
5814,H981,"Bonifacio Ave.","Purok 7",42
5815,H600,"Del Pilar St.","Purok 1",28
5816,H974,"Bonifacio Ave.","Purok 8",2
5817,H718,"Kalayaan Rd.","Purok 10",40
5818,H313,"Quezon Blvd.","Purok 7",42
5819,H517,"Rizal St.","Purok 7",27
5820,H013,"Aguinaldo St.","Purok 4",34
5821,H525,"Del Pilar St.","Purok 1",32
5822,H697,"Narra St.","Purok 7",8
5823,H116,"Quezon Blvd.","Purok 2",12
5824,H599,"Quezon Blvd.","Purok 8",23
5825,H342,"Narra St.","Purok 6",11
5826,H011,"Del Pilar St.","Purok 8",41
5827,H773,"Narra St.","Purok 3",9
5828,H790,"Mabini St.","Purok 7",10
5829,H120,"Kalayaan Rd.","Purok 8",27
5830,H472,"Kalayaan Rd.","Purok 9",2
5831,H349,"Narra St.","Purok 6",14
5832,H205,"Mabini St.","Purok 8",18
5833,H791,"Lapu-Lapu Ave.","Purok 8",1
5834,H859,"Kalayaan Rd.","Purok 6",18
5835,H458,"Rizal St.","Purok 8",26
5836,H006,"Rizal St.","Purok 3",16
5837,H844,"Bonifacio Ave.","Purok 1",10
5838,H376,"Lapu-Lapu Ave.","Purok 1",7
5839,H898,"Narra St.","Purok 2",17
5840,H532,"Del Pilar St.","Purok 3",5
5841,H131,"Del Pilar St.","Purok 2",19
5842,H819,"Magallanes St.","Purok 4",36
5843,H355,"Mabini St.","Purok 2",14
5844,H323,"Quezon Blvd.","Purok 10",29
5845,H589,"Lapu-Lapu Ave.","Purok 5",28
5846,H929,"Del Pilar St.","Purok 2",9
5847,H486,"Bonifacio Ave.","Purok 4",10
5848,H412,"Lapu-Lapu Ave.","Purok 2",7
5849,H036,"Del Pilar St.","Purok 5",30
5850,H048,"Lapu-Lapu Ave.","Purok 9",16
5851,H040,"Magallanes St.","Purok 7",11
5852,H176,"Rizal St.","Purok 8",34
5853,H619,"Mabini St.","Purok 6",15
5854,H785,"Mabini St.","Purok 1",40
5855,H214,"Mabini St.","Purok 4",30
5856,H734,"Mabini St.","Purok 1",24
5857,H585,"Narra St.","Purok 8",8
5858,H183,"Mabini St.","Purok 7",30
5859,H274,"Quezon Blvd.","Purok 9",26
5860,H104,"Del Pilar St.","Purok 7",33
5861,H827,"Mabini St.","Purok 9",29
5862,H846,"Mabini St.","Purok 9",1
5863,H050,"Bonifacio Ave.","Purok 6",41
5864,H979,"Mabini St.","Purok 3",30
5865,H831,"Rizal St.","Purok 7",3
5866,H765,"Lapu-Lapu Ave.","Purok 10",16
5867,H552,"Bonifacio Ave.","Purok 10",17
5868,H038,"Narra St.","Purok 7",29
5869,H066,"Quezon Blvd.","Purok 8",28
5870,H095,"Narra St.","Purok 4",15
5871,H175,"Lapu-Lapu Ave.","Purok 7",16
5872,H665,"Rizal St.","Purok 5",24
5873,H213,"Quezon Blvd.","Purok 1",12
5874,H996,"Rizal St.","Purok 5",34
5875,H229,"Bonifacio Ave.","Purok 10",15
5876,H882,"Aguinaldo St.","Purok 8",3
5877,H581,"Kalayaan Rd.","Purok 7",7
5878,H514,"Aguinaldo St.","Purok 6",15
5879,H277,"Narra St.","Purok 9",30
5880,H747,"Lapu-Lapu Ave.","Purok 3",28
5881,H463,"Bonifacio Ave.","Purok 2",16
5882,H885,"Bonifacio Ave.","Purok 3",43
5883,H113,"Rizal St.","Purok 1",9
5884,H067,"Bonifacio Ave.","Purok 8",2
5885,H127,"Aguinaldo St.","Purok 8",21
5886,H458,"Del Pilar St.","Purok 3",22
5887,H435,"Mabini St.","Purok 8",44
5888,H525,"Magallanes St.","Purok 10",11
5889,H834,"Lapu-Lapu Ave.","Purok 8",15
5890,H982,"Mabini St.","Purok 4",8
5891,H144,"Narra St.","Purok 3",40
5892,H504,"Mabini St.","Purok 6",10
5893,H982,"Bonifacio Ave.","Purok 10",24
5894,H210,"Del Pilar St.","Purok 1",12
5895,H186,"Del Pilar St.","Purok 2",10
5896,H267,"Kalayaan Rd.","Purok 4",2
5897,H999,"Aguinaldo St.","Purok 2",42
5898,H191,"Quezon Blvd.","Purok 3",20
5899,H343,"Lapu-Lapu Ave.","Purok 4",38
5900,H181,"Magallanes St.","Purok 2",30
5901,H590,"Mabini St.","Purok 7",18
5902,H353,"Del Pilar St.","Purok 6",19
5903,H177,"Magallanes St.","Purok 1",35
5904,H386,"Mabini St.","Purok 10",12
5905,H532,"Narra St.","Purok 4",44
5906,H015,"Quezon Blvd.","Purok 10",44
5907,H851,"Quezon Blvd.","Purok 2",39
5908,H833,"Mabini St.","Purok 6",18
5909,H467,"Lapu-Lapu Ave.","Purok 1",7
5910,H848,"Kalayaan Rd.","Purok 7",23
5911,H552,"Lapu-Lapu Ave.","Purok 7",43
5912,H470,"Magallanes St.","Purok 6",22
5913,H361,"Mabini St.","Purok 3",11
5914,H992,"Aguinaldo St.","Purok 1",7
5915,H844,"Narra St.","Purok 5",34
5916,H137,"Aguinaldo St.","Purok 6",9
5917,H362,"Mabini St.","Purok 10",10
5918,H787,"Mabini St.","Purok 1",26
5919,H419,"Rizal St.","Purok 2",21
5920,H452,"Mabini St.","Purok 1",42
5921,H174,"Quezon Blvd.","Purok 3",8
5922,H699,"Magallanes St.","Purok 5",38
5923,H379,"Kalayaan Rd.","Purok 3",15
5924,H976,"Aguinaldo St.","Purok 6",44
5925,H676,"Quezon Blvd.","Purok 8",35
5926,H379,"Bonifacio Ave.","Purok 8",5
5927,H073,"Mabini St.","Purok 9",22
5928,H088,"Bonifacio Ave.","Purok 5",40
5929,H034,"Magallanes St.","Purok 6",12
5930,H244,"Bonifacio Ave.","Purok 9",42
5931,H094,"Kalayaan Rd.","Purok 8",5
5932,H007,"Del Pilar St.","Purok 6",1
5933,H360,"Kalayaan Rd.","Purok 4",5
5934,H203,"Aguinaldo St.","Purok 5",8
5935,H707,"Quezon Blvd.","Purok 6",15
5936,H747,"Quezon Blvd.","Purok 6",14
5937,H016,"Rizal St.","Purok 4",28
5938,H533,"Quezon Blvd.","Purok 4",2
5939,H940,"Rizal St.","Purok 3",35
5940,H417,"Mabini St.","Purok 10",1
5941,H256,"Bonifacio Ave.","Purok 9",1
5942,H756,"Del Pilar St.","Purok 5",1
5943,H636,"Kalayaan Rd.","Purok 5",22
5944,H067,"Bonifacio Ave.","Purok 5",20
5945,H737,"Quezon Blvd.","Purok 6",1
5946,H307,"Lapu-Lapu Ave.","Purok 2",6
5947,H191,"Magallanes St.","Purok 1",19
5948,H868,"Quezon Blvd.","Purok 4",12
5949,H660,"Mabini St.","Purok 5",37
5950,H821,"Kalayaan Rd.","Purok 7",2
5951,H284,"Bonifacio Ave.","Purok 1",4
5952,H771,"Del Pilar St.","Purok 7",32
5953,H786,"Rizal St.","Purok 9",10
5954,H872,"Aguinaldo St.","Purok 6",6
